"2024-04-12 11:30:11",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-12 11:30:11",2,"premium","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-12 11:30:11",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.83",3.83
"2024-04-12 11:30:11",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.94",3.94
"2024-04-12 11:30:11",5,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","$4.17",4.17
"2024-04-12 11:30:11",6,"premium","Phillips 66","201 E Central Ave|Carthage, MO","$4.17",4.17
"2024-04-13 14:28:38",1,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-13 14:28:38",2,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-13 14:28:38",3,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.23",3.23
"2024-04-13 14:28:38",4,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-13 14:28:38",5,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.26",3.26
"2024-04-13 14:28:38",6,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-13 14:28:38",7,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.26",3.26
"2024-04-13 14:28:38",8,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.26",3.26
"2024-04-13 14:28:38",9,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.29",3.29
"2024-04-13 14:28:38",10,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.29",3.29
"2024-04-13 14:28:38",1,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-13 14:28:38",2,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-13 14:28:38",3,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-13 14:28:38",4,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-13 14:28:38",5,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-13 14:28:38",6,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-13 14:28:38",7,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-13 14:28:38",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-13 14:28:38",2,"premium","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-13 14:28:38",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.83",3.83
"2024-04-13 14:28:38",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.91",3.91
"2024-04-13 14:28:38",5,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.14",4.14
"2024-04-13 14:28:38",6,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","$4.17",4.17
"2024-04-14 11:30:10",1,"regular","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-14 11:30:10",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-14 11:30:10",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-14 11:30:10",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.23",3.23
"2024-04-14 11:30:10",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-14 11:30:10",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.26",3.26
"2024-04-14 11:30:10",7,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.26",3.26
"2024-04-14 11:30:10",8,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-14 11:30:10",9,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.26",3.26
"2024-04-14 11:30:10",10,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.29",3.29
"2024-04-14 11:30:10",1,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-14 11:30:10",2,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-14 11:30:10",3,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-14 11:30:10",4,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-14 11:30:10",5,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-14 11:30:10",6,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-14 11:30:10",7,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-14 11:30:10",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-14 11:30:10",2,"premium","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-14 11:30:10",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.83",3.83
"2024-04-14 11:30:10",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.91",3.91
"2024-04-14 11:30:10",5,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.14",4.14
"2024-04-14 11:30:10",6,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","$4.17",4.17
"2024-04-15 11:30:11",1,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-15 11:30:11",2,"regular","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-15 11:30:11",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-15 11:30:11",4,"regular","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-15 11:30:11",5,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.19",3.19
"2024-04-15 11:30:11",6,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-15 11:30:11",7,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.26",3.26
"2024-04-15 11:30:11",8,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.26",3.26
"2024-04-15 11:30:11",9,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-15 11:30:11",10,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.29",3.29
"2024-04-15 11:30:11",1,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-15 11:30:11",2,"diesel","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-15 11:30:11",3,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-15 11:30:11",4,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-15 11:30:11",5,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-15 11:30:11",6,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-15 11:30:11",7,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-15 11:30:11",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-15 11:30:11",2,"premium","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-15 11:30:11",3,"premium","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-15 11:30:11",4,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.79",3.79
"2024-04-15 11:30:11",5,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.91",3.91
"2024-04-15 11:30:11",6,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","$4.17",4.17
"2024-04-16 11:30:12",1,"regular","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-16 11:30:12",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-16 11:30:12",3,"regular","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-16 11:30:12",4,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-16 11:30:12",5,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.19",3.19
"2024-04-16 11:30:12",6,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.22",3.22
"2024-04-16 11:30:12",7,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.22",3.22
"2024-04-16 11:30:12",8,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.26",3.26
"2024-04-16 11:30:12",9,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.26",3.26
"2024-04-16 11:30:12",10,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-16 11:30:12",1,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-16 11:30:12",2,"diesel","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-16 11:30:12",3,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-16 11:30:12",4,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-16 11:30:12",5,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-16 11:30:12",6,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-16 11:30:12",7,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-16 11:30:12",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-16 11:30:12",2,"premium","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-16 11:30:12",3,"premium","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-16 11:30:12",4,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.79",3.79
"2024-04-16 11:30:12",5,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.87",3.87
"2024-04-16 11:30:12",6,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","$4.14",4.14
"2024-04-17 11:30:13",1,"regular","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-17 11:30:13",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-17 11:30:13",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-17 11:30:13",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.15",3.15
"2024-04-17 11:30:13",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.22",3.22
"2024-04-17 11:30:13",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.22",3.22
"2024-04-17 11:30:13",7,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.22",3.22
"2024-04-17 11:30:13",8,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.26",3.26
"2024-04-17 11:30:13",9,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.26",3.26
"2024-04-17 11:30:13",10,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.26",3.26
"2024-04-17 11:30:13",1,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-17 11:30:13",2,"diesel","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-17 11:30:13",3,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-17 11:30:13",4,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-17 11:30:13",5,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-17 11:30:13",6,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","$3.69",3.69
"2024-04-17 11:30:13",7,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-17 11:30:13",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-17 11:30:13",2,"premium","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-17 11:30:13",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.75",3.75
"2024-04-17 11:30:13",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.87",3.87
"2024-04-17 11:30:13",5,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.10",4.1
"2024-04-17 11:30:13",6,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","$4.14",4.14
"2024-04-18 11:30:11",1,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-18 11:30:11",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-18 11:30:11",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-18 11:30:11",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.11",3.11
"2024-04-18 11:30:11",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.15",3.15
"2024-04-18 11:30:11",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.15",3.15
"2024-04-18 11:30:11",7,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.15",3.15
"2024-04-18 11:30:11",8,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.22",3.22
"2024-04-18 11:30:11",9,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.22",3.22
"2024-04-18 11:30:11",10,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.26",3.26
"2024-04-18 11:30:11",1,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-18 11:30:11",2,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-18 11:30:11",3,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-18 11:30:11",4,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-18 11:30:11",5,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","$3.69",3.69
"2024-04-18 11:30:11",6,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-18 11:30:11",7,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-18 11:30:11",1,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-18 11:30:11",2,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-18 11:30:11",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.71",3.71
"2024-04-18 11:30:11",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.80",3.8
"2024-04-18 11:30:11",5,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.03",4.03
"2024-04-18 11:30:11",6,"premium","Phillips 66","201 E Central Ave|Carthage, MO","$4.10",4.1
"2024-04-19 11:30:11",1,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-19 11:30:11",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-19 11:30:11",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-19 11:30:11",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.11",3.11
"2024-04-19 11:30:11",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.15",3.15
"2024-04-19 11:30:11",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.15",3.15
"2024-04-19 11:30:11",7,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.15",3.15
"2024-04-19 11:30:11",8,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.22",3.22
"2024-04-19 11:30:11",9,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.22",3.22
"2024-04-19 11:30:11",10,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.26",3.26
"2024-04-19 11:30:11",1,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-19 11:30:11",2,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-19 11:30:11",3,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-19 11:30:11",4,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","$3.69",3.69
"2024-04-19 11:30:11",5,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-19 11:30:11",6,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-19 11:30:11",7,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-19 11:30:11",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-19 11:30:11",2,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-19 11:30:11",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.71",3.71
"2024-04-19 11:30:11",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.80",3.8
"2024-04-19 11:30:11",5,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.03",4.03
"2024-04-19 11:30:11",6,"premium","Phillips 66","201 E Central Ave|Carthage, MO","$4.10",4.1
"2024-04-20 11:30:13",1,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-20 11:30:13",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-20 11:30:13",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-20 11:30:13",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.11",3.11
"2024-04-20 11:30:13",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.15",3.15
"2024-04-20 11:30:13",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.15",3.15
"2024-04-20 11:30:13",7,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.15",3.15
"2024-04-20 11:30:13",8,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.15",3.15
"2024-04-20 11:30:13",9,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.22",3.22
"2024-04-20 11:30:13",10,"regular","The Corner","824 E Fairview Ave|Carthage, MO","$3.26",3.26
"2024-04-20 11:30:13",1,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-20 11:30:13",2,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-20 11:30:13",3,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-20 11:30:13",4,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-20 11:30:13",5,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-20 11:30:13",6,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","$3.69",3.69
"2024-04-20 11:30:13",7,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.69",3.69
"2024-04-20 11:30:13",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-20 11:30:13",2,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-20 11:30:13",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.71",3.71
"2024-04-20 11:30:13",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.80",3.8
"2024-04-20 11:30:13",5,"premium","Phillips 66","201 E Central Ave|Carthage, MO","$4.03",4.03
"2024-04-20 11:30:13",6,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.03",4.03
"2024-04-21 11:30:12",1,"regular","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-21 11:30:12",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-21 11:30:12",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-21 11:30:12",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.09",3.09
"2024-04-21 11:30:12",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.12",3.12
"2024-04-21 11:30:12",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.12",3.12
"2024-04-21 11:30:12",7,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.15",3.15
"2024-04-21 11:30:12",8,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.15",3.15
"2024-04-21 11:30:12",9,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.15",3.15
"2024-04-21 11:30:12",10,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.15",3.15
"2024-04-21 11:30:12",1,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.59",3.59
"2024-04-21 11:30:12",2,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",3,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",4,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",5,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",6,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",7,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-21 11:30:12",2,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-21 11:30:12",3,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.69",3.69
"2024-04-21 11:30:12",4,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.77",3.77
"2024-04-21 11:30:12",5,"premium","Phillips 66","201 E Central Ave|Carthage, MO","$4.03",4.03
"2024-04-21 11:30:12",6,"premium","Phillips 66","2812 Hazel St|Carthage, MO","$4.03",4.03
"2024-04-22 11:30:12",1,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-22 11:30:12",2,"regular","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-22 11:30:12",3,"regular","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-22 11:30:12",4,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-22 11:30:12",5,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.04",3.04
"2024-04-22 11:30:12",6,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.10",3.1
"2024-04-22 11:30:12",7,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.10",3.1
"2024-04-22 11:30:12",8,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.15",3.15
"2024-04-22 11:30:12",9,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.15",3.15
"2024-04-22 11:30:12",10,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","$3.15",3.15
"2024-04-22 11:30:12",1,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-22 11:30:12",2,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","$3.59",3.59
"2024-04-22 11:30:12",3,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-22 11:30:12",4,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-22 11:30:12",5,"diesel","Flyin W","13011 MO-96|Carthage, MO","$3.69",3.69
"2024-04-22 11:30:12",6,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","$3.69",3.69
"2024-04-22 11:30:12",7,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-22 11:30:12",1,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-22 11:30:12",2,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-22 11:30:12",3,"premium","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-22 11:30:12",4,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.64",3.64
"2024-04-22 11:30:12",5,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.75",3.75
"2024-04-22 11:30:12",6,"premium","Phillips 66","201 E Central Ave|Carthage, MO","$4.03",4.03
"2024-04-23 11:30:16",1,"regular","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",2,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",3,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",4,"regular","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",5,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",6,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.03",3.03
"2024-04-23 11:30:16",7,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.07",3.07
"2024-04-23 11:30:16",8,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.07",3.07
"2024-04-23 11:30:16",9,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.07",3.07
"2024-04-23 11:30:16",10,"regular","Flyin W","13011 MO-96|Carthage, MO","$3.10",3.1
"2024-04-23 11:30:16",1,"diesel","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",2,"diesel","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",3,"diesel","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",4,"diesel","Flyin W","13011 MO-96|Carthage, MO","- - -",""
"2024-04-23 11:30:16",5,"diesel","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-23 11:30:16",6,"diesel","Casey's","917 W Central Ave|Carthage, MO","$3.69",3.69
"2024-04-23 11:30:16",7,"diesel","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.69",3.69
"2024-04-23 11:30:16",1,"premium","The Corner","824 E Fairview Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",2,"premium","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",3,"premium","Phillips 66","201 E Central Ave|Carthage, MO","- - -",""
"2024-04-23 11:30:16",4,"premium","Phillips 66","2812 Hazel St|Carthage, MO","- - -",""
"2024-04-23 11:30:16",5,"premium","Murphy USA","2635 Grand Ave|Carthage, MO","$3.63",3.63
"2024-04-23 11:30:16",6,"premium","Casey's","917 W Central Ave|Carthage, MO","$3.72",3.72
"2024-04-24 11:30:13",1,"regular","Phillips 66","1224 W Central Ave|Carthage, MO","- - -",""
"2024-04-24 11:30:13",2,"regular","Phillips 66","410 S Garrison Ave|Carthage, MO","- - -",""
"2024-04-24 11:30:13",3,"regular","Conoco","301 W Central Ave|Carthage, MO","- - -",""
"2024-04-24 11:30:13",4,"regular","Murphy USA","2635 Grand Ave|Carthage, MO","$3.03",3.03
"2024-04-24 11:30:13",5,"regular","Casey's","917 W Central Ave|Carthage, MO","$3.07",3.07
"2024-04-24 11:30:13",6,"regular","Casey's","2214 Fairlawn Ave|Carthage, MO","$3.07",3.07
"2024-04-24 11:30:13",7,"regular","Phillips 66","201 E Central Ave|Carthage, MO","$3.07",3.07
"2024-04-24 11:30:13",8,"regular","Phillips 66","2812 Hazel St|Carthage, MO","$3.07",3.07
